episode,reward,robot_x,robot_y,target_x,target_y
1026,106935.6369,0.9782,2.4871,1.475,2.525
1027,76525.3133,1.0003,0.3159,1.475,2.525
1028,119598.7623,0.993,2.6577,1.475,2.525
1029,75266.6849,1.0243,0.2991,1.475,2.525
1030,74013.055,0.7949,0.5818,1.475,2.525
1031,40672.0053,-0.6358,-0.2517,1.475,2.525
1032,115633.4276,0.9818,2.5997,1.475,2.525
1033,82449.7641,1.2149,0.1879,1.475,2.525
1034,75887.6974,0.9229,0.3611,1.475,2.525
1035,107661.2368,0.9768,2.5589,1.475,2.525
1036,45435.0088,-0.1013,-0.8254,1.475,2.525
1037,106133.9148,0.6653,2.6473,1.475,2.525
1038,112674.9528,0.9903,2.6441,1.475,2.525
1039,38487.2174,-0.3771,-0.9575,1.475,2.525
1040,107667.4986,0.7839,2.6463,1.475,2.525
1041,42691.1375,-0.1628,-0.8121,1.475,2.525
1042,44850.6894,-0.8864,0.4484,1.475,2.525
1043,71804.1454,1.0983,0.2744,1.475,2.525
1044,109269.2542,0.9797,2.5649,1.475,2.525
1045,109512.3624,0.8969,2.6451,1.475,2.525
1046,72809.7172,0.8003,0.5856,1.475,2.525
1047,36774.6262,-0.3944,-0.9964,1.475,2.525
1048,3433.1148,-2.2237,-1.5903,1.475,2.525
1049,24779.3451,-1.8861,-0.3663,1.475,2.525
1050,41552.0504,-0.0739,-0.8334,1.475,2.525
1051,89669.5958,0.2471,1.9111,1.475,2.525
1052,74650.9878,0.7887,0.7596,1.475,2.525
1053,105607.5494,0.7979,2.6647,1.475,2.525
1054,51037.0926,-0.1679,-0.0226,1.475,2.525
1055,33207.4052,-0.377,-0.9307,1.475,2.525
1056,22986.8768,-2.2109,-0.3563,1.475,2.525
1057,37211.9373,-2.3755,0.5604,1.475,2.525
1058,104556.4918,0.8128,2.6433,1.475,2.525
1059,36499.6127,-0.3234,-0.9199,1.475,2.525
1060,76086.8078,0.9663,0.3412,1.475,2.525
1061,102811.2178,0.7443,2.6474,1.475,2.525
1062,39459.0851,-0.327,-0.8779,1.475,2.525
1063,39777.3566,-0.3614,-0.9322,1.475,2.525
1064,107928.0504,0.6725,2.6582,1.475,2.525
1065,38291.1063,-0.4088,-1.0208,1.475,2.525
1066,19634.3985,-2.2721,-0.3291,1.475,2.525
1067,43461.8966,-0.3657,-0.9395,1.475,2.525
1068,66681.2884,-0.504,1.3193,1.475,2.525
1069,44194.6548,-0.8659,0.4433,1.475,2.525
1070,-6663.8108,-0.4352,-2.7141,1.475,2.525
1071,116095.5279,1.001,2.6752,1.475,2.525
1072,63023.0928,-0.887,1.0785,1.475,2.525
1073,48150.4452,-0.2611,-0.1623,1.475,2.525
1074,113668.2919,0.9908,2.648,1.475,2.525
1075,32865.3557,-0.4237,-1.1724,1.475,2.525
1076,59427.5377,-0.866,0.6013,1.475,2.525
1077,100777.7125,0.7413,2.6551,1.475,2.525
1078,40290.8528,-0.3143,-0.8591,1.475,2.525
1079,114215.9563,0.9851,2.6196,1.475,2.525
1080,44846.0487,-0.3418,-0.2555,1.475,2.525
1081,58631.7605,1.0171,-0.4741,1.475,2.525
1082,68452.1824,-0.1594,0.8697,1.475,2.525
1083,30337.5416,-0.3926,-1.0382,1.475,2.525
1084,31762.3955,-0.4165,-1.1304,1.475,2.525
1085,75819.149,-0.4228,1.3203,1.475,2.525
1086,83494.4563,0.1524,1.8492,1.475,2.525
1087,36819.8138,-0.7509,-0.2098,1.475,2.525
1088,56054.3259,-0.8652,0.8811,1.475,2.525
1089,113743.4823,0.9944,2.662,1.475,2.525
1090,109706.281,0.9792,2.5472,1.475,2.525
1091,67056.0687,-0.1496,0.8428,1.475,2.525
1092,96590.675,0.0786,1.7229,1.475,2.525
1093,63299.3984,-1.1448,2.6993,1.475,2.525
1094,74627.7329,-0.5066,2.0932,1.475,2.525
1095,77042.3117,-0.1363,1.6919,1.475,2.525
1096,108572.5916,0.9858,2.6175,1.475,2.525
1097,80267.9931,-0.7316,2.6527,1.475,2.525
1098,101904.1046,0.9915,2.6355,1.475,2.525
1099,62042.2515,-0.8935,1.095,1.475,2.525
1100,67001.8847,-0.467,1.3202,1.475,2.525
1101,20525.2697,-2.7291,-0.2134,1.475,2.525
1102,24215.3568,-2.3668,-0.2078,1.475,2.525
1103,72268.161,-0.8605,2.6476,1.475,2.525
1104,86633.8336,-0.4794,2.6432,1.475,2.525
1105,74254.7677,-0.5076,2.0777,1.475,2.525
1106,78838.2737,-0.4732,1.9014,1.475,2.525
1107,35342.4891,-1.6708,0.0471,1.475,2.525
1108,73439.4566,0.87,0.4284,1.475,2.525
1109,81512.734,-0.1236,1.7501,1.475,2.525
1110,85669.4454,-0.6039,2.6448,1.475,2.525
1111,74784.4448,-0.2176,1.7018,1.475,2.525
1112,39885.3514,-0.8727,-0.1057,1.475,2.525
1113,88756.7451,-0.6189,2.6459,1.475,2.525
1114,4877.1941,-2.1939,-1.5451,1.475,2.525
1115,74689.4984,-0.7122,2.6432,1.475,2.525
1116,42148.1068,-0.3893,-0.268,1.475,2.525
1117,90404.0815,-0.5655,2.6537,1.475,2.525
1118,84878.8832,-0.4874,2.1827,1.475,2.525
1119,80560.3003,0.0192,1.7133,1.475,2.525
1120,43589.0669,-0.3723,-0.2725,1.475,2.525
1121,106988.252,0.954,2.6582,1.475,2.525
1122,80803.5298,-0.7679,2.6493,1.475,2.525
1123,82356.36,-0.5557,2.6431,1.475,2.525
1124,82342.5783,-0.4719,2.2671,1.475,2.525
1125,75589.4257,-0.427,1.8111,1.475,2.525
1126,41972.527,-0.8676,-0.1089,1.475,2.525
1127,78140.812,-0.4998,1.9403,1.475,2.525
1128,80784.8576,-0.4996,2.1624,1.475,2.525
1129,77791.1221,-0.591,2.6452,1.475,2.525
1130,87008.7024,-0.6766,2.6453,1.475,2.525
1131,89483.3608,0.9884,2.6257,1.475,2.525
1132,79023.6906,-0.7731,2.6428,1.475,2.525
1133,38110.0247,-0.8593,-0.1342,1.475,2.525
1134,91623.3631,-0.4719,2.3661,1.475,2.525
1135,86128.2258,-0.4703,2.5646,1.475,2.525
1136,39549.4898,-0.6695,-0.2639,1.475,2.525
1137,22194.2435,-1.823,-0.3238,1.475,2.525
1138,89057.4075,-0.4931,2.2414,1.475,2.525
1139,83918.3261,-0.8111,2.6466,1.475,2.525
1140,40998.1027,-0.7315,-0.254,1.475,2.525
1141,73670.0158,-0.5059,2.06,1.475,2.525
1142,80898.1126,-0.4962,1.9115,1.475,2.525
1143,75048.3483,-0.5597,2.6458,1.475,2.525
1144,73311.4768,-0.0247,1.691,1.475,2.525
1145,84718.1188,-0.4798,2.6438,1.475,2.525
1146,90313.8458,-0.6205,2.6435,1.475,2.525
1147,83175.4843,-0.6321,2.6484,1.475,2.525
1148,26151.8487,-1.856,-0.3595,1.475,2.525
1149,81278.2128,-0.7952,2.6441,1.475,2.525
1150,85770.1942,-0.4817,2.5778,1.475,2.525
1151,74274.6931,-0.4028,1.7934,1.475,2.525
1152,91461.9181,-0.476,2.4773,1.475,2.525
1153,92346.8159,-0.4642,2.2202,1.475,2.525
1154,89534.6851,-0.6211,2.6544,1.475,2.525
1155,29838.4935,-1.8504,-0.3228,1.475,2.525
1156,74265.9233,-0.3793,1.7515,1.475,2.525
1157,84754.6426,-0.8404,2.6476,1.475,2.525
1158,86207.1776,-0.705,2.6455,1.475,2.525
1159,79713.9349,-0.3124,1.7201,1.475,2.525
1160,40050.1178,-0.8909,0.0723,1.475,2.525
1161,42578.2115,-0.5168,-0.2831,1.475,2.525
1162,42518.5138,-0.8901,-0.0549,1.475,2.525
1163,82707.5963,-0.4642,2.3696,1.475,2.525
1164,33187.7173,-1.6693,-0.1778,1.475,2.525
1165,48502.9196,-0.6297,-0.2814,1.475,2.525
1166,86230.1925,-0.4684,2.6032,1.475,2.525
1167,54935.9966,-0.8797,0.6971,1.475,2.525
1168,26177.8774,-2.067,-0.3728,1.475,2.525
1169,85962.0531,-0.4648,2.5623,1.475,2.525
1170,9093.5582,-1.9741,-1.5871,1.475,2.525
1171,72271.9572,-0.3925,1.7639,1.475,2.525
1172,31787.0269,-1.9264,-0.3769,1.475,2.525
1173,50805.1491,-0.1781,0.0164,1.475,2.525
1174,24318.0709,-2.081,-0.3771,1.475,2.525
1175,79251.8674,-1.236,2.6432,1.475,2.525
1176,31570.6158,-1.765,-0.2355,1.475,2.525
1177,44201.963,-0.8938,0.0972,1.475,2.525
1178,34449.4341,-1.708,-0.1305,1.475,2.525
1179,96044.8769,-0.563,2.6439,1.475,2.525
1180,47135.0367,-1.6858,0.5566,1.475,2.525
1181,30873.8088,-1.7196,-0.2718,1.475,2.525
1182,29356.3165,-1.7963,-0.3284,1.475,2.525
1183,13558.1513,-2.6893,-0.4324,1.475,2.525
1184,73994.1301,-1.0454,2.6431,1.475,2.525
1185,77535.4903,-0.5056,2.0419,1.475,2.525
1186,34010.7245,-1.6449,0.3267,1.475,2.525
1187,62048.5022,-0.1812,0.7287,1.475,2.525
1188,28846.7159,-2.0625,-0.3847,1.475,2.525
1189,73080.5265,-0.5035,2.0598,1.475,2.525
1190,26029.5941,-2.3717,-0.2193,1.475,2.525
1191,22512.3167,-2.334,-0.2691,1.475,2.525
1192,85913.0971,-0.8082,2.6438,1.475,2.525
1193,60995.7246,-0.8918,1.0611,1.475,2.525
1194,90930.3361,-0.4716,2.5047,1.475,2.525
1195,86261.4073,-0.5251,2.6578,1.475,2.525
1196,94589.1883,-0.4938,2.6464,1.475,2.525
1197,43123.8281,-0.8903,0.0992,1.475,2.525
1198,79757.4648,-0.4635,2.5219,1.475,2.525
1199,76970.7289,-1.0909,2.6467,1.475,2.525
1200,41719.9078,-0.8866,-0.0158,1.475,2.525
1201,73369.0425,-0.2167,1.7172,1.475,2.525
1202,70383.1332,-0.0296,1.7361,1.475,2.525
1203,71916.5601,-0.4748,1.8661,1.475,2.525
1204,72366.1712,-0.1307,1.7146,1.475,2.525
1205,107230.012,0.9901,2.4171,1.475,2.525
1206,44373.2588,-0.8805,0.0167,1.475,2.525
1207,47295.104,-0.3389,-0.2462,1.475,2.525
1208,23994.7005,-2.1853,-0.3657,1.475,2.525
1209,55502.8423,-0.8443,0.7646,1.475,2.525
1210,67229.8863,-0.4955,1.3225,1.475,2.525
1211,75990.3138,-0.4782,1.8672,1.475,2.525
1212,74238.6399,-0.0261,1.7179,1.475,2.525
1213,34739.3601,-1.6543,0.4298,1.475,2.525
1214,37759.1663,-0.8569,-0.1373,1.475,2.525
1215,40896.912,-0.5291,-0.2846,1.475,2.525
1216,64243.9814,-0.8468,1.1873,1.475,2.525
1217,110345.2215,0.9814,2.5756,1.475,2.525
1218,104501.0264,1.0081,2.3473,1.475,2.525
1219,42207.6687,-0.6063,-0.2862,1.475,2.525
1220,43498.5434,-0.8117,-0.1992,1.475,2.525
1221,46157.4086,-0.8928,-0.0099,1.475,2.525
1222,92797.6092,-0.6813,2.6468,1.475,2.525
1223,100767.4363,1.0115,2.3497,1.475,2.525
1224,44890.6141,-0.5852,-0.2864,1.475,2.525
1225,81792.1768,-0.4666,2.047,1.475,2.525
1226,29697.8872,-1.7395,-0.275,1.475,2.525
1227,40012.2513,-0.7076,-0.2617,1.475,2.525
1228,28766.0243,-1.8023,-0.3351,1.475,2.525
1229,70564.6229,-0.3703,1.2713,1.475,2.525
1230,47966.318,-0.2362,-0.16,1.475,2.525
1231,66980.9376,-0.7754,1.193,1.475,2.525
1232,82821.0579,-0.4708,2.3819,1.475,2.525
1233,59489.1407,-0.7725,1.2394,1.475,2.525
1234,38414.2577,-0.2032,-0.8349,1.475,2.525
1235,42544.5075,-0.8671,0.0483,1.475,2.525
1236,73613.1835,1.0974,0.2599,1.475,2.525
1237,65044.8065,-0.7549,1.2689,1.475,2.525
1238,96247.5832,1.0556,2.2535,1.475,2.525
1239,76445.1334,0.8784,0.4347,1.475,2.525
1240,72125.4141,1.0602,0.3196,1.475,2.525
1241,33339.1016,-0.4164,-1.1148,1.475,2.525
1242,40258.0377,-0.1268,-0.8154,1.475,2.525
1243,113035.0555,0.9794,2.4699,1.475,2.525
1244,47840.0232,0.8797,-0.8968,1.475,2.525
1245,41457.2786,-0.6034,-0.287,1.475,2.525
1246,26354.1486,-1.6829,-0.2192,1.475,2.525
1247,101481.6963,2.4639,1.4911,1.475,2.525
1248,100888.8716,1.0133,2.3358,1.475,2.525
1249,100930.5888,0.9973,2.3861,1.475,2.525
1250,62392.1936,-0.6317,1.3295,1.475,2.525
1251,41216.7481,-0.7347,-0.2251,1.475,2.525
1252,39425.3395,-0.6898,-0.2742,1.475,2.525
1253,40927.9234,-0.7562,-0.223,1.475,2.525
1254,59381.2912,-0.8962,1.0837,1.475,2.525
1255,84529.3288,-0.6711,2.6467,1.475,2.525
1256,103151.2209,0.9966,2.6685,1.475,2.525
1257,104928.3823,0.885,2.6523,1.475,2.525
1258,57887.2256,-0.8426,1.1261,1.475,2.525
1259,107782.3285,1.1283,2.1702,1.475,2.525
1260,85506.6169,-0.0041,1.7002,1.475,2.525
1261,34522.1198,-0.4198,-1.1152,1.475,2.525
1262,107484.3798,0.9961,2.6647,1.475,2.525
1263,102544.2596,0.8435,2.6588,1.475,2.525
1264,65866.9209,-0.7814,1.2167,1.475,2.525
1265,77392.1114,0.0166,1.7103,1.475,2.525
1266,44140.6069,-0.8894,-0.0598,1.475,2.525
1267,60400.7919,-0.8977,1.0327,1.475,2.525
1268,46856.1052,-0.8513,0.2377,1.475,2.525
1269,40894.707,-0.7921,-0.2003,1.475,2.525
1270,78634.8168,-0.4893,2.1792,1.475,2.525
1271,78784.4158,-0.082,1.6947,1.475,2.525
1272,38849.8255,-0.8168,-0.1943,1.475,2.525
1273,41474.622,-0.8181,-0.1628,1.475,2.525
1274,107711.2705,0.9891,2.6545,1.475,2.525
1275,53588.5694,-0.1558,0.0182,1.475,2.525
1276,63037.7149,-0.8006,1.2539,1.475,2.525
1277,42416.209,-0.7133,-0.2482,1.475,2.525
1278,104447.5956,0.9782,2.5098,1.475,2.525
1279,41604.2191,-0.6855,-0.2697,1.475,2.525
1280,60130.6186,-0.8172,1.1778,1.475,2.525
1281,41658.3828,-0.7825,-0.2181,1.475,2.525
1282,57566.1451,-0.878,0.8605,1.475,2.525
1283,112725.0298,0.9797,2.4954,1.475,2.525
1284,45195.4283,-0.9023,-0.0292,1.475,2.525
1285,61938.5128,-0.8791,1.0942,1.475,2.525
1286,76265.7941,-0.5027,2.339,1.475,2.525
1287,43605.2738,-0.3092,-0.2204,1.475,2.525
1288,53799.0337,-0.1847,-0.1022,1.475,2.525
1289,85470.5959,0.1377,1.7749,1.475,2.525
1290,84203.5837,-0.2006,1.7145,1.475,2.525
