episode,reward,robot_x,robot_y,target_x,target_y
509,16953.3387,-0.939,-0.0817,1.475,2.525
510,20023.2479,-0.5894,-0.328,1.475,2.525
511,31520.7204,0.7866,0.3996,1.475,2.525
512,41988.9592,0.3068,2.1197,1.475,2.525
513,36194.1304,0.8315,0.3842,1.475,2.525
514,19490.3856,-0.2899,-0.877,1.475,2.525
515,20631.0254,-0.1779,-0.7879,1.475,2.525
516,19271.8541,-0.4784,-1.1573,1.475,2.525
517,33835.0749,0.9216,0.3011,1.475,2.525
518,20002.6573,-0.2634,-0.8403,1.475,2.525
519,3764.9054,-1.8092,-1.6331,1.475,2.525
520,15760.8033,-0.4208,-1.0186,1.475,2.525
521,36088.1297,1.0492,0.2311,1.475,2.525
522,4228.9107,-2.0699,-1.4956,1.475,2.525
523,18352.0344,-0.4079,-0.9188,1.475,2.525
524,18564.22,-0.3244,-0.8398,1.475,2.525
525,18692.8971,-0.9412,-0.05,1.475,2.525
526,17341.531,-0.4145,-0.9051,1.475,2.525
527,32095.7929,0.8443,0.3733,1.475,2.525
528,34788.887,0.7393,0.7511,1.475,2.525
529,43432.3196,1.0816,1.3363,1.475,2.525
530,22913.3131,-0.1581,-0.1391,1.475,2.525
531,43121.0004,0.2775,1.908,1.475,2.525
532,34870.3189,0.841,0.3553,1.475,2.525
533,41981.6673,0.3075,2.1391,1.475,2.525
534,50336.1575,0.8706,2.6233,1.475,2.525
535,34563.7008,1.254,0.1201,1.475,2.525
536,36343.9822,0.7371,0.7602,1.475,2.525
537,17055.6699,-0.9185,-0.0965,1.475,2.525
538,19693.8009,-0.2876,-0.8201,1.475,2.525
539,19614.4227,-0.8127,-0.2551,1.475,2.525
540,34547.8653,0.7839,0.4106,1.475,2.525
541,17150.269,-0.8074,-0.2533,1.475,2.525
542,14278.5199,-0.4777,-1.4624,1.475,2.525
543,16597.6151,-0.4786,-1.1199,1.475,2.525
544,19070.0317,-0.4654,-1.0336,1.475,2.525
545,43364.6894,0.2977,2.337,1.475,2.525
546,17870.7413,-0.6746,-0.3298,1.475,2.525
547,20007.2454,-0.2535,-0.7864,1.475,2.525
548,21381.4683,-0.9478,0.1121,1.475,2.525
549,41804.8123,1.0195,1.6016,1.475,2.525
550,20037.4886,-0.3979,-0.3128,1.475,2.525
551,42514.0827,1.0011,1.5187,1.475,2.525
552,19522.0971,-0.4679,-0.3224,1.475,2.525
553,21040.1191,-0.6711,-0.3244,1.475,2.525
554,36819.9826,0.7007,0.6607,1.475,2.525
555,32497.4529,0.9223,0.303,1.475,2.525
556,44276.6544,0.3088,2.6585,1.475,2.525
557,34463.4963,0.7456,0.4716,1.475,2.525
558,17875.5242,-0.8779,-0.1777,1.475,2.525
559,34788.183,0.7269,0.6753,1.475,2.525
560,35700.1354,0.7168,0.6871,1.475,2.525
561,18353.4458,-0.3032,-0.9003,1.475,2.525
562,37388.0485,0.7179,0.7597,1.475,2.525
563,43437.8005,1.0202,1.4401,1.475,2.525
564,16833.5813,-0.7682,-0.2901,1.475,2.525
565,29201.6127,0.8843,-0.5707,1.475,2.525
566,15759.6302,-0.4627,-1.3738,1.475,2.525
567,18795.4621,-0.8054,-0.2466,1.475,2.525
568,19000.02,-0.3508,-0.3112,1.475,2.525
569,18286.4194,-0.9295,-0.025,1.475,2.525
570,40565.1292,1.0948,1.3516,1.475,2.525
571,18490.2542,-0.3287,-0.8179,1.475,2.525
572,33860.4535,0.8619,0.355,1.475,2.525
573,20018.0643,-0.5979,-0.3295,1.475,2.525
574,31987.3417,1.0629,0.2204,1.475,2.525
575,16779.1812,-0.477,-1.5748,1.475,2.525
576,31419.7782,0.9279,0.2965,1.475,2.525
577,52101.7523,1.0193,2.5516,1.475,2.525
578,19997.3679,-0.3491,-0.8828,1.475,2.525
579,18590.5813,-0.7153,-0.3027,1.475,2.525
580,18901.3758,-0.4553,-0.3217,1.475,2.525
581,54048.2913,1.0261,2.6015,1.475,2.525
582,46968.2183,1.0272,2.5428,1.475,2.525
583,32194.2314,0.9612,0.2773,1.475,2.525
584,40228.5139,1.1484,1.236,1.475,2.525
585,27186.2419,-0.0954,0.3477,1.475,2.525
586,32697.7626,0.9494,0.2868,1.475,2.525
587,36186.9458,0.8428,0.9037,1.475,2.525
588,18041.5317,-0.4669,-1.0805,1.475,2.525
589,18668.3595,-0.3689,-0.9061,1.475,2.525
590,17119.806,-0.4454,-0.9564,1.475,2.525
591,19518.8405,-0.5319,-0.3253,1.475,2.525
592,17629.7231,-0.4718,-1.0646,1.475,2.525
593,21060.3446,-0.3756,-0.3106,1.475,2.525
594,35880.1313,1.1407,0.2067,1.475,2.525
595,18189.0847,-0.3788,-0.9215,1.475,2.525
596,20758.1929,-0.242,-0.246,1.475,2.525
597,47682.8978,0.9703,2.614,1.475,2.525
598,33435.0128,0.7749,0.4325,1.475,2.525
599,45838.0024,0.3564,2.6044,1.475,2.525
600,17144.4254,-0.803,-0.2656,1.475,2.525
601,38072.9237,0.8875,0.9485,1.475,2.525
602,16734.9963,-0.7562,-0.2924,1.475,2.525
603,18490.2576,-0.738,-0.2872,1.475,2.525
604,51656.0506,1.0335,2.5854,1.475,2.525
605,17008.3495,-0.4658,-1.1196,1.475,2.525
606,51604.8413,0.8897,2.5936,1.475,2.525
607,47717.0373,1.0517,2.4479,1.475,2.525
608,19109.2272,-0.5058,-0.3252,1.475,2.525
609,17759.6895,-0.8249,-0.2467,1.475,2.525
610,16638.4778,-0.8344,-0.2236,1.475,2.525
611,18907.9326,-0.4753,-0.2918,1.475,2.525
612,19325.4973,-0.8518,-0.2308,1.475,2.525
613,2579.8375,-2.1592,-1.5413,1.475,2.525
614,33212.6097,0.9049,0.3204,1.475,2.525
615,49090.5816,1.0272,2.4975,1.475,2.525
616,46150.1817,0.7361,2.602,1.475,2.525
617,48941.8756,0.8629,2.5908,1.475,2.525
618,15584.1668,-0.4716,-1.1279,1.475,2.525
619,16392.0757,-0.4376,-1.0862,1.475,2.525
620,56636.7376,1.064,2.5252,1.475,2.525
621,48320.3733,1.003,2.6109,1.475,2.525
622,49437.7949,1.0403,2.5778,1.475,2.525
623,18592.7934,-0.7811,-0.264,1.475,2.525
624,32397.0181,0.9586,0.2927,1.475,2.525
625,4639.462,-1.855,-1.5502,1.475,2.525
626,34976.3235,0.7281,0.5333,1.475,2.525
627,46774.4444,0.7389,2.5911,1.475,2.525
628,51683.04,1.0299,2.5968,1.475,2.525
629,16599.2365,-0.4789,-1.0996,1.475,2.525
630,20663.9843,-0.9162,0.1557,1.475,2.525
631,18801.2978,-0.3558,-0.3075,1.475,2.525
632,16299.4726,-0.4527,-1.5395,1.475,2.525
633,4123.4974,-2.0324,-1.5357,1.475,2.525
634,16487.902,-0.4671,-1.2266,1.475,2.525
635,4432.9183,-1.8847,-1.5591,1.475,2.525
636,15509.8835,-0.474,-1.3975,1.475,2.525
637,19864.5513,0.0255,-0.8002,1.475,2.525
638,16726.3356,-0.4352,-1.0564,1.475,2.525
639,19493.7811,-0.2092,-0.8089,1.475,2.525
640,22371.4649,-0.0616,-0.7946,1.475,2.525
641,49629.5843,1.0202,2.3333,1.475,2.525
642,51871.626,0.7317,2.63,1.475,2.525
643,33423.0299,0.8688,0.3387,1.475,2.525
644,20821.0666,-0.4061,-0.9087,1.475,2.525
645,50635.4879,0.8293,2.6016,1.475,2.525
646,50982.1122,0.867,2.6562,1.475,2.525
647,17198.9614,-0.2988,-0.8082,1.475,2.525
648,2065.2597,-2.2399,-1.5197,1.475,2.525
649,3094.858,-2.0679,-1.5368,1.475,2.525
650,42606.2197,0.2097,1.7754,1.475,2.525
651,47717.1386,0.9862,2.6158,1.475,2.525
652,52804.0251,0.9765,2.4969,1.475,2.525
653,31264.2494,0.9171,0.3015,1.475,2.525
654,19733.068,-0.4417,-0.2947,1.475,2.525
655,18149.1413,-0.409,-0.967,1.475,2.525
656,50342.7192,0.9266,2.5959,1.475,2.525
657,19386.2941,-0.3554,-0.8512,1.475,2.525
658,2786.478,-2.159,-1.5268,1.475,2.525
659,50425.6144,0.7598,2.6009,1.475,2.525
660,17441.9376,-0.4661,-1.1498,1.475,2.525
661,32078.9794,-0.1266,0.7536,1.475,2.525
662,19798.8757,-0.3856,-0.8785,1.475,2.525
663,45551.3479,0.7332,2.6127,1.475,2.525
664,52806.5706,0.9883,2.5946,1.475,2.525
665,50963.2885,0.727,2.6096,1.475,2.525
666,41093.8844,0.165,1.7351,1.475,2.525
667,55387.3829,0.8103,2.6104,1.475,2.525
668,51158.866,0.9767,2.5026,1.475,2.525
669,23339.0614,-0.1321,-0.0433,1.475,2.525
670,42075.8371,0.1065,1.6973,1.475,2.525
671,37045.1241,0.1022,1.6863,1.475,2.525
672,47856.9982,0.52,2.6122,1.475,2.525
673,34061.0941,0.798,0.4542,1.475,2.525
674,24986.4983,-0.1635,-0.0316,1.475,2.525
675,16453.4503,-0.4113,-1.0163,1.475,2.525
676,20130.6719,-0.5626,-0.3267,1.475,2.525
677,47355.1043,0.7821,2.5992,1.475,2.525
678,50277.0351,0.7998,2.5968,1.475,2.525
679,21786.1585,-0.216,-0.2167,1.475,2.525
680,18668.6383,-0.3688,-0.9064,1.475,2.525
681,32198.2735,0.9598,0.2822,1.475,2.525
682,4947.6531,-1.96,-1.552,1.475,2.525
683,3611.0346,-2.0145,-1.5322,1.475,2.525
684,40685.4795,0.1329,1.704,1.475,2.525
685,48686.8024,0.9347,2.6035,1.475,2.525
686,11792.0078,-0.4615,-1.3502,1.475,2.525
687,15597.8446,-0.4675,-1.3291,1.475,2.525
688,15674.5325,-0.4603,-1.0047,1.475,2.525
689,17880.0313,-0.9313,-0.075,1.475,2.525
690,16285.5822,-0.4797,-1.1579,1.475,2.525
691,17318.2551,-0.4659,-1.1296,1.475,2.525
692,17779.6596,-0.8861,-0.175,1.475,2.525
693,16316.0979,-0.427,-1.3257,1.475,2.525
694,3917.7762,-2.0032,-1.5359,1.475,2.525
695,12419.3533,-0.4502,-1.354,1.475,2.525
696,42397.0879,0.2157,1.8287,1.475,2.525
697,18042.4528,-0.3747,-0.9131,1.475,2.525
698,50978.8086,0.853,2.6015,1.475,2.525
699,13883.6847,-0.4395,-1.429,1.475,2.525
700,55086.2641,0.9753,2.5948,1.475,2.525
701,21484.2262,-0.8991,0.4127,1.475,2.525
702,21481.3077,-0.2382,-0.2082,1.475,2.525
703,50126.3444,0.9791,2.4861,1.475,2.525
704,49107.4334,0.8822,2.6087,1.475,2.525
705,17869.1652,-0.478,-1.1131,1.475,2.525
706,9930.9834,-0.4826,-1.9151,1.475,2.525
707,49724.9182,0.8873,2.6014,1.475,2.525
708,20744.5664,-0.1178,-0.788,1.475,2.525
709,56803.7736,0.8583,2.6165,1.475,2.525
710,50486.8292,0.8668,2.5988,1.475,2.525
711,14947.0933,-0.4721,-1.2718,1.475,2.525
712,51325.4367,0.7445,2.603,1.475,2.525
713,26123.4362,-0.9393,0.7807,1.475,2.525
714,31721.1,0.9114,0.3251,1.475,2.525
715,50581.835,0.9858,2.6141,1.475,2.525
716,17767.9216,-0.8718,-0.1977,1.475,2.525
717,49213.5014,0.9386,2.6011,1.475,2.525
718,52932.7401,0.9842,2.6086,1.475,2.525
719,17325.6342,-0.4288,-0.963,1.475,2.525
720,13820.2315,-0.4719,-1.6015,1.475,2.525
721,29769.616,0.762,0.4459,1.475,2.525
722,17885.9345,-0.2952,-0.8578,1.475,2.525
723,51562.3955,0.9814,2.5571,1.475,2.525
724,4374.6221,-1.5475,-1.9822,1.475,2.525
725,15616.8249,-0.4786,-1.157,1.475,2.525
726,50860.3426,0.9448,2.597,1.475,2.525
727,50763.6692,0.9049,2.6172,1.475,2.525
728,39939.7249,0.1562,1.7158,1.475,2.525
729,52979.4576,0.7993,2.5979,1.475,2.525
730,17873.322,-0.9238,-0.1138,1.475,2.525
731,16593.9486,-0.4691,-1.1928,1.475,2.525
732,50570.5597,0.9808,2.5572,1.475,2.525
733,17111.2143,-0.4772,-1.0902,1.475,2.525
734,41353.2036,0.0838,1.6876,1.475,2.525
735,19696.7409,-0.3426,-0.8335,1.475,2.525
736,14925.1088,-0.4397,-0.9843,1.475,2.525
737,19830.7312,-0.3919,-0.3229,1.475,2.525
738,12907.0328,-0.4651,-1.4876,1.475,2.525
739,2993.2453,-2.1363,-1.5346,1.475,2.525
740,38496.7514,0.0001,1.6472,1.475,2.525
741,17685.421,-0.3522,-0.9288,1.475,2.525
742,19813.7424,-0.6986,-0.3131,1.475,2.525
743,33450.0035,1.7422,-0.161,1.475,2.525
744,5665.9442,-1.895,-1.5527,1.475,2.525
745,4638.479,-2.1256,-1.5518,1.475,2.525
746,34951.6809,-0.0615,1.6447,1.475,2.525
747,19628.9371,-0.4942,-0.3322,1.475,2.525
748,32441.5518,0.8781,0.3402,1.475,2.525
749,19000.6834,-0.3139,-0.2973,1.475,2.525
750,20654.3967,-0.917,0.2926,1.475,2.525
751,17347.4552,-0.4573,-1.0326,1.475,2.525
752,40428.2667,0.2648,2.335,1.475,2.525
753,5463.8862,-1.8885,-1.5331,1.475,2.525
754,17530.2838,-0.4691,-1.055,1.475,2.525
755,2271.457,-2.2639,-1.5423,1.475,2.525
756,53021.1866,0.8134,2.6208,1.475,2.525
757,13153.5165,-0.4635,-1.3775,1.475,2.525
758,14109.1135,-0.4751,-1.2425,1.475,2.525
759,19162.5452,-0.466,-1.1006,1.475,2.525
760,37869.1368,0.1474,1.7078,1.475,2.525
761,12698.9036,-0.4751,-1.2085,1.475,2.525
762,12625.9489,-0.4618,-1.7912,1.475,2.525
763,17356.0914,-0.4384,-0.9375,1.475,2.525
764,18381.2799,-0.6408,-0.3148,1.475,2.525
765,37752.7732,-0.0491,1.6419,1.475,2.525
766,5359.7573,-1.9059,-1.5567,1.475,2.525
767,3609.4089,-2.083,-1.55,1.475,2.525
768,15425.0616,-0.4427,-1.3173,1.475,2.525
769,15743.2719,-0.4573,-1.0393,1.475,2.525
770,24943.5898,0.9309,-0.5414,1.475,2.525
771,2887.543,-2.2255,-1.557,1.475,2.525
772,3198.4193,-2.1479,-1.5366,1.475,2.525
773,23020.6203,-0.1393,-0.0284,1.475,2.525
774,39495.1508,-0.1857,1.2192,1.475,2.525
775,12021.7372,-0.4728,-1.8919,1.475,2.525
776,1859.2506,-2.2952,-1.5153,1.475,2.525
777,18166.9599,-0.3022,-0.8261,1.475,2.525
778,17301.7608,-0.4615,-1.4747,1.475,2.525
779,19309.455,-0.8277,-0.2393,1.475,2.525
780,26203.8785,0.7786,-0.8584,1.475,2.525
781,44429.9182,0.1922,1.7625,1.475,2.525
782,4301.1474,-0.4823,-1.8862,1.475,2.525
783,15934.5357,-0.4654,-1.0814,1.475,2.525
784,4227.9789,-1.8824,-1.5467,1.475,2.525
785,3404.8696,-2.1004,-1.5236,1.475,2.525
786,42263.6599,-0.1787,1.6481,1.475,2.525
787,19415.2109,-0.4337,-0.3259,1.475,2.525
788,19387.5544,-0.1854,-0.8068,1.475,2.525
789,16447.3981,-0.4634,-1.2038,1.475,2.525
790,35009.8319,0.9368,0.2989,1.475,2.525
791,16612.9827,-0.4577,-1.1785,1.475,2.525
792,38389.5447,-0.0731,1.6455,1.475,2.525
793,16969.2842,-0.4318,-0.9625,1.475,2.525
794,15291.2088,-0.4746,-1.208,1.475,2.525
795,3925.9034,-2.1116,-1.4953,1.475,2.525
796,50853.7451,0.9374,2.6074,1.475,2.525
797,-3619.6267,-0.2024,-2.6479,1.475,2.525
798,10349.0316,-0.4709,-1.9537,1.475,2.525
799,18187.8385,-0.6915,-0.3143,1.475,2.525
800,3403.5955,-2.0799,-1.5508,1.475,2.525
801,19721.0582,-0.3812,-0.32,1.475,2.525
802,2991.7356,-2.177,-1.5264,1.475,2.525
803,2475.7348,-2.3103,-1.5454,1.475,2.525
804,19722.9254,-0.3339,-0.3112,1.475,2.525
805,2889.0238,-2.1055,-1.5195,1.475,2.525
806,38049.6844,-0.2552,1.6456,1.475,2.525
807,19709.001,-0.6394,-0.3204,1.475,2.525
808,41281.3451,0.0327,1.6501,1.475,2.525
809,19591.0944,-0.4178,-0.9253,1.475,2.525
810,20148.7475,-0.9228,-0.0691,1.475,2.525
811,17845.904,-0.2891,-0.8316,1.475,2.525
812,3405.603,-2.0366,-1.5252,1.475,2.525
813,14803.2504,-0.4713,-1.3221,1.475,2.525
814,16798.58,-0.4529,-1.1721,1.475,2.525
815,19737.1564,-0.9213,0.3451,1.475,2.525
816,33111.5978,-0.1162,0.9447,1.475,2.525
817,3711.9194,-2.1281,-1.5489,1.475,2.525
818,16729.2141,-0.2268,-0.7749,1.475,2.525
819,18049.112,-0.3819,-0.8537,1.475,2.525
820,44673.4334,0.2568,1.9396,1.475,2.525
821,1447.7315,-2.3096,-1.5194,1.475,2.525
822,13941.3014,-0.4685,-1.234,1.475,2.525
823,2888.9802,-2.1102,-1.5473,1.475,2.525
824,17121.7102,-0.3993,-0.8998,1.475,2.525
825,6981.1815,-0.4746,-1.3751,1.475,2.525
826,18383.0513,-0.83,-0.25,1.475,2.525
827,21679.3198,-0.3744,-0.3181,1.475,2.525
828,2580.0715,-2.1704,-1.5421,1.475,2.525
829,37933.6698,-0.1196,1.65,1.475,2.525
830,19213.8526,-0.9246,0.1126,1.475,2.525
831,33674.9219,-0.1414,0.9753,1.475,2.525
832,20313.3464,-0.1323,-0.7495,1.475,2.525
833,18806.2321,-0.9537,0.1124,1.475,2.525
834,15807.7443,-0.4373,-1.0864,1.475,2.525
835,17976.1515,-0.9261,-0.0475,1.475,2.525
836,17519.3312,-0.4448,-0.9914,1.475,2.525
837,10149.9452,-0.4803,-1.9773,1.475,2.525
838,3094.9303,-2.2418,-1.5356,1.475,2.525
839,14660.0217,-0.4652,-1.0427,1.475,2.525
840,19718.0255,-0.9447,0.0139,1.475,2.525
841,30787.4334,-0.158,0.5225,1.475,2.525
842,2271.1777,-2.2131,-1.5446,1.475,2.525
843,20242.6264,-0.3091,-0.2698,1.475,2.525
844,20451.4863,-0.9565,0.3635,1.475,2.525
845,16721.7874,-0.4634,-1.428,1.475,2.525
846,15034.3192,-0.4611,-1.3514,1.475,2.525
847,12836.9111,-0.4614,-1.2464,1.475,2.525
848,22942.3383,-0.211,-0.1747,1.475,2.525
849,41694.0825,0.1999,1.784,1.475,2.525
850,3198.7346,-2.1162,-1.5389,1.475,2.525
851,17867.6225,-0.931,-0.1034,1.475,2.525
852,3750.8335,-1.7179,-1.6121,1.475,2.525
853,19509.394,-0.9184,-0.1293,1.475,2.525
854,18706.9011,-0.9566,0.1909,1.475,2.525
855,12283.7855,-1.8658,-0.4086,1.475,2.525
856,18482.1332,-0.5164,-0.3314,1.475,2.525
857,20631.7243,-0.6504,-0.3213,1.475,2.525
858,17636.0429,-0.3385,-0.858,1.475,2.525
859,21335.2092,-0.1504,-0.7629,1.475,2.525
860,3713.5393,-1.9684,-1.5426,1.475,2.525
861,17142.1687,-0.888,-0.1487,1.475,2.525
862,32568.5252,-0.1836,1.1611,1.475,2.525
863,18997.4518,-0.4838,-0.336,1.475,2.525
864,20436.8763,-0.469,-0.3278,1.475,2.525
865,18274.7249,-0.8721,-0.1867,1.475,2.525
866,20637.0923,-0.5792,-0.31,1.475,2.525
867,3094.942,-2.0607,-1.5491,1.475,2.525
868,15299.3295,-0.4729,-1.2048,1.475,2.525
869,20261.5913,-0.933,0.0631,1.475,2.525
870,17863.309,-0.906,-0.1564,1.475,2.525
871,41222.2847,-0.8937,0.0391,1.475,2.525
872,38634.4939,-0.873,-0.1059,1.475,2.525
873,38246.8025,-0.7858,-0.2054,1.475,2.525
874,42467.8985,-0.482,-0.2462,1.475,2.525
875,38766.9997,-0.8426,-0.1529,1.475,2.525
876,41222.2847,-0.8937,0.0391,1.475,2.525
877,38634.4939,-0.873,-0.1059,1.475,2.525
878,38246.8025,-0.7858,-0.2054,1.475,2.525
879,42467.8985,-0.482,-0.2462,1.475,2.525
880,38766.9997,-0.8426,-0.1529,1.475,2.525
881,104706.0758,0.6753,2.6571,1.475,2.525
882,40578.2873,-0.3734,-1.1071,1.475,2.525
883,36846.3131,-0.4197,-1.1611,1.475,2.525
884,46335.1218,-0.4036,-0.2682,1.475,2.525
885,38106.8771,-0.573,-0.2838,1.475,2.525
886,34115.1707,0.3204,-1.4512,1.475,2.525
887,37521.4249,-0.8159,-0.1891,1.475,2.525
888,38316.435,-0.8792,-0.1078,1.475,2.525
889,86738.8087,-0.031,1.6976,1.475,2.525
890,90537.012,0.1921,1.9454,1.475,2.525
891,46600.7044,-0.9039,0.7405,1.475,2.525
892,40328.4321,-0.5915,-0.2856,1.475,2.525
893,67974.8452,-0.1738,0.9457,1.475,2.525
894,106589.5943,0.7832,2.6542,1.475,2.525
895,40236.9769,-0.8907,-0.0726,1.475,2.525
896,99913.3875,0.7051,2.6568,1.475,2.525
897,39531.388,-0.8557,-0.1184,1.475,2.525
898,100056.7327,0.7751,2.6529,1.475,2.525
899,93523.2113,0.1919,1.9283,1.475,2.525
900,44071.2196,-0.2966,-0.1928,1.475,2.525
901,40336.0169,-0.9009,0.0698,1.475,2.525
902,22038.3503,-2.0113,-0.3744,1.475,2.525
903,41759.3365,-0.8919,0.0657,1.475,2.525
904,41333.7586,-0.4767,-0.2845,1.475,2.525
905,5820.8261,-2.0398,-1.6045,1.475,2.525
906,38296.8689,-0.8423,-0.1348,1.475,2.525
907,81193.2505,-0.1839,1.0079,1.475,2.525
908,38949.2609,-0.8638,-0.1289,1.475,2.525
909,39829.7101,-0.7556,-0.2169,1.475,2.525
910,39805.1407,-0.8058,-0.2029,1.475,2.525
911,69112.2503,-0.2027,1.7016,1.475,2.525
912,37923.3562,-0.8591,-0.145,1.475,2.525
913,5888.019,-2.6974,-0.8444,1.475,2.525
914,40743.9407,-0.7508,-0.2029,1.475,2.525
915,100498.5597,0.6339,2.658,1.475,2.525
916,44127.476,-0.9021,0.6019,1.475,2.525
917,24051.1998,-0.4145,-1.6034,1.475,2.525
918,54152.9277,-0.8771,0.6845,1.475,2.525
919,77845.8724,0.1041,1.7737,1.475,2.525
920,36964.1101,-0.823,-0.1567,1.475,2.525
921,64552.4706,-0.1561,0.7533,1.475,2.525
922,44399.3765,-0.3807,-0.2347,1.475,2.525
923,92545.4027,-0.0276,1.6936,1.475,2.525
924,61135.7439,-0.8578,0.6716,1.475,2.525
925,41591.4091,-0.6044,-0.2835,1.475,2.525
926,40108.2146,-0.4713,-0.2814,1.475,2.525
927,53340.3307,-0.9006,0.9461,1.475,2.525
928,56625.8306,-0.9028,0.9834,1.475,2.525
929,44100.7848,-0.4425,-0.2851,1.475,2.525
930,41113.2139,-0.7048,-0.2647,1.475,2.525
931,19073.039,-2.3239,-0.2436,1.475,2.525
932,41828.6171,-0.3612,-0.2607,1.475,2.525
933,44480.4144,-0.7955,-0.1971,1.475,2.525
934,102243.1709,0.6871,2.6542,1.475,2.525
935,102158.4731,0.8014,2.6535,1.475,2.525
936,105167.3132,0.6885,2.6562,1.475,2.525
937,80626.2456,-0.5075,2.2715,1.475,2.525
938,107969.2533,0.9145,2.6539,1.475,2.525
939,39463.9186,-0.6827,-0.2601,1.475,2.525
940,107931.5651,0.7076,2.6576,1.475,2.525
941,47396.998,-0.8864,0.2604,1.475,2.525
942,45287.9074,-0.9093,0.2886,1.475,2.525
943,58139.6897,-0.8857,0.7585,1.475,2.525
944,21540.3793,-2.3943,-0.0649,1.475,2.525
945,49620.8553,-0.9036,0.2036,1.475,2.525
946,104321.9167,0.8267,2.6449,1.475,2.525
947,102179.6778,0.8413,2.6581,1.475,2.525
948,101339.5359,0.837,2.6587,1.475,2.525
949,16003.7986,-2.7037,-0.4851,1.475,2.525
950,101363.0983,0.8612,2.6545,1.475,2.525
951,97453.7422,0.8401,2.6573,1.475,2.525
952,43229.5356,-0.8991,0.1785,1.475,2.525
953,101642.1583,0.8558,2.6429,1.475,2.525
954,12650.962,-2.7141,-0.7829,1.475,2.525
955,109690.1596,0.8984,2.6452,1.475,2.525
956,98586.4044,0.8503,2.6466,1.475,2.525
957,23859.8979,-2.3017,-0.2828,1.475,2.525
958,10895.3509,-2.7097,-0.7154,1.475,2.525
959,105023.5127,0.9078,2.6595,1.475,2.525
960,5096.1409,-2.1431,-1.5865,1.475,2.525
961,39478.6965,-0.7987,-0.1932,1.475,2.525
962,44816.4174,-0.7364,-0.2411,1.475,2.525
963,100394.0024,0.8019,2.647,1.475,2.525
964,104810.4489,0.8155,2.6553,1.475,2.525
965,114877.7373,0.7995,2.6456,1.475,2.525
966,101966.895,0.8464,2.6556,1.475,2.525
967,48526.3512,-0.241,-0.0914,1.475,2.525
968,27390.3938,-2.3981,-0.0637,1.475,2.525
969,104318.7427,0.853,2.644,1.475,2.525
970,58149.1835,-0.844,0.8084,1.475,2.525
971,58598.6223,-0.7621,1.2313,1.475,2.525
972,60476.7935,-0.8559,0.9115,1.475,2.525
973,44663.8534,-0.6278,-0.2807,1.475,2.525
974,39137.4556,-0.384,-1.0433,1.475,2.525
975,108267.2743,0.9961,2.6474,1.475,2.525
976,52046.912,-0.2759,-0.1625,1.475,2.525
977,105001.1451,0.9721,2.6617,1.475,2.525
978,42198.2052,-0.4276,-1.1394,1.475,2.525
979,27414.9726,-2.2837,-0.3261,1.475,2.525
980,57581.0774,-0.8587,0.8965,1.475,2.525
981,112045.1719,0.9762,2.5415,1.475,2.525
982,108177.7009,0.9543,2.6714,1.475,2.525
983,107611.3898,0.9471,2.6559,1.475,2.525
984,20906.4427,-2.7071,-0.4727,1.475,2.525
985,49645.7836,0.9772,2.524,1.475,2.525
986,13838.7008,0.979,2.4847,1.475,2.525
987,7768.1079,1.1395,2.166,1.475,2.525
988,11274.3651,1.0251,2.3097,1.475,2.525
989,58403.4687,0.8939,2.664,1.475,2.525
990,74444.0614,-0.5041,2.0697,1.475,2.525
991,25047.7501,-2.2744,-0.3217,1.475,2.525
992,27796.4631,-2.3927,0.0199,1.475,2.525
993,44739.9958,-0.232,-0.8551,1.475,2.525
994,43622.2984,-0.7103,-0.2491,1.475,2.525
995,43782.6924,-0.5822,-0.2842,1.475,2.525
996,47514.2052,-0.2988,-0.2397,1.475,2.525
997,107272.8968,0.9834,2.6022,1.475,2.525
998,43397.2225,-0.8849,0.1221,1.475,2.525
999,26499.1677,-2.3918,-0.0912,1.475,2.525
1000,54263.2882,-0.8683,0.4478,1.475,2.525
1001,25892.0792,-2.2244,-0.3336,1.475,2.525
1002,54521.6432,-0.8667,0.4865,1.475,2.525
1003,100322.8268,0.5133,2.6533,1.475,2.525
1004,42233.7421,-0.3655,-0.9347,1.475,2.525
1005,117811.1849,1.0058,2.3575,1.475,2.525
1006,110606.4578,0.9781,2.5581,1.475,2.525
1007,119915.3474,0.986,2.5961,1.475,2.525
1008,110183.8475,0.985,2.6189,1.475,2.525
1009,25527.4831,-2.0504,-0.3874,1.475,2.525
1010,6385.5199,-2.1975,-1.5808,1.475,2.525
1011,48556.3871,-0.2823,-0.1802,1.475,2.525
1012,100011.7046,0.8539,2.6588,1.475,2.525
1013,111555.9287,0.9823,2.6058,1.475,2.525
1014,74681.8326,0.8169,0.4424,1.475,2.525
1015,20960.1979,-2.3954,-0.0236,1.475,2.525
1016,74172.7763,0.8235,0.4598,1.475,2.525
1017,83266.3994,1.0366,0.2969,1.475,2.525
1018,104991.2653,0.9777,2.5399,1.475,2.525
1019,102663.7195,0.9783,2.5478,1.475,2.525
1020,40165.3254,-0.7698,-0.2305,1.475,2.525
1021,113932.3413,0.9822,2.4464,1.475,2.525
1022,111890.3097,0.9972,2.38,1.475,2.525
1023,27189.1167,-2.3075,-0.2824,1.475,2.525
1024,104212.8359,0.9237,2.657,1.475,2.525
1025,41103.4234,-0.2795,-0.8827,1.475,2.525
