Frame,GT_X(m),GT_Y(m),Meas_X(m),Meas_Y(m),Filt_X(m),Filt_Y(m),NIS
158,94.4887,104.4894,94.4586,104.7343,94.5210,104.6132,4.2823
159,94.1614,104.4264,94.2294,104.9041,94.1946,104.6587,2.6898
160,93.8348,104.3597,93.5688,104.7174,93.6783,104.6578,2.2820
161,93.5090,104.2894,93.8050,104.4386,93.5847,104.5096,8.3631
162,93.1839,104.2154,93.0183,103.9269,93.1205,104.2956,5.8581
163,92.8597,104.1379,92.6413,103.7322,92.7038,104.0062,6.4922
164,92.5364,104.0568,92.5031,104.0611,92.4327,103.9824,0.5005
165,92.2141,103.9720,92.1671,103.8718,92.1231,103.8624,0.6735
166,91.8926,103.8837,92.0081,103.5534,91.9054,103.7313,2.7052
167,91.5722,103.7919,90.9692,103.5573,91.2108,103.5968,6.3279
168,91.2528,103.6965,91.3431,103.8137,91.1157,103.5968,6.1450
169,90.9345,103.5975,90.7392,103.3073,90.7533,103.5106,5.6923
170,90.6173,103.4950,90.8584,103.4911,90.6601,103.4252,3.3297
171,90.3013,103.3890,90.1560,103.2932,90.2172,103.3225,1.7646
172,89.9865,103.2795,90.1516,103.3437,90.0326,103.3102,2.4401
173,89.6729,103.1665,89.4551,103.0082,89.5546,103.1358,1.2492
174,89.3606,103.0500,89.3536,102.9193,89.2952,102.9504,2.6273
175,89.0496,102.9301,88.8854,103.2009,88.8985,102.9772,2.9322
176,88.7399,102.8067,88.9004,102.4282,88.7446,102.7284,8.2440
177,88.4317,102.6798,88.1282,102.4493,88.2398,102.5808,5.1260
178,88.1248,102.5496,88.1638,102.3362,88.0487,102.4396,2.4494
179,87.8195,102.4160,87.8531,102.4961,87.7868,102.3885,0.5851
180,87.5156,102.2789,87.8938,102.1615,87.6987,102.1853,3.3872
181,87.2133,102.1385,87.2683,102.1024,87.3152,102.0769,0.2359
182,86.9125,101.9948,86.8242,101.9132,86.8883,101.8897,1.7157
183,86.6134,101.8477,86.6913,101.5769,86.6450,101.6544,3.4072
184,86.3159,101.6973,86.1498,101.5743,86.2384,101.5901,4.8444
185,86.0201,101.5436,86.0742,101.0844,85.9900,101.2541,3.3327
186,85.7261,101.3866,85.7258,101.4903,85.6954,101.2353,2.2674
187,85.4338,101.2264,85.4920,101.2082,85.4208,101.0688,4.7646
188,85.1433,101.0630,85.3492,100.7242,85.2401,100.8955,8.9793
189,84.8546,100.8963,85.0391,100.9987,84.9858,100.8581,1.1282
190,84.5678,100.7264,84.2000,100.4065,84.4227,100.5891,5.5168
191,84.2829,100.5534,84.5742,100.4631,84.3824,100.4589,5.2613
192,84.0000,100.3771,83.6824,100.4757,83.8465,100.3942,3.4788
193,83.7190,100.1978,83.4699,100.5840,83.4901,100.3697,1.2767
194,83.4400,100.0154,83.4763,99.7706,83.3432,100.0148,2.8679
